"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FS","2019-06-16","85.2","-0.1350","5.7790","Eduardo Escobar",500871,434671,"field_out","hit_into_play",,,,,13,"Eduardo Escobar flies out to left fielder Juan Soto.  ","R","L","R","WSH","ARI","X",7,"fly_ball",0,0,2019,"-0.9531","0.9379","-0.1273","0.9702","null","null","null",2,5,"Top","58.00","123.77",,,435559,,"190616_190817","1.8966","-124.0669","-6.9093","-10.1592","21.4407","-21.5047","3.1400","1.4300","268","85.8","43.8","85.3380","1739","6.0370",565928,434671,435559,571431,435062,543685,607208,665742,645302,594809,"54.4630","0.008","0.009","0.00",1,0,0,3,43,"1","Split Finger",7,2,2,7,2,7,2,7,"Standard","Standard"
"FS","2019-06-16","81.3","-0.3600","5.8379","Eduardo Escobar",500871,434671,"field_out","hit_into_play",,,,,13,"Eduardo Escobar lines out to shortstop Trea Turner.  ","R","L","R","WSH","ARI","X",6,"line_drive",2,1,2019,"-1.0967","0.8686","-0.8331","0.9028","null",502481,606466,2,3,"Top","122.57","138.33",,,435559,,"190616_182802","1.0271","-118.3276","-6.1790","-10.5234","19.8888","-23.1310","3.1200","1.4900","149","65.4","16.8","81.6360","1668","6.2400",565928,434671,435559,571431,435062,543685,607208,665742,645302,594809,"54.2594","0.482","0.423","0.00",1,0,0,2,24,"4","Split Finger",4,1,1,4,1,4,1,4,"Standard","Standard"
"FS","2019-06-16","84.7","-0.2510","5.7356","Eduardo Escobar",500871,434671,"strikeout","swinging_strike",,,,,4,"Eduardo Escobar strikes out swinging.  ","R","L","R","WSH","ARI","S",2,"null",3,2,2019,"-1.1638","0.6329","-0.3374","2.2812","null","null","null",1,1,"Top","null","null",,,435559,,"190616_174051","2.0962","-123.4781","-3.0913","-12.3112","20.6713","-25.3406","3.1200","1.4900","null","null","null","85.1920","1732","6.1540",565928,434671,435559,571431,435062,543685,607208,665742,645302,594809,"54.3456","null","null","0.00",1,0,0,"null",3,"6","Split Finger",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2019-06-15","93.2","-0.3139","6.9210","Eduardo Escobar",500871,457915,"strikeout","foul_tip",,,,,1,"Eduardo Escobar strikes out on a foul tip.  ","R","L","R","WSH","ARI","S",2,"null",1,2,2019,"-0.3130","1.5317","-0.4255","2.7594","null","null","null",1,7,"Top","null","null",,,543228,,"190615_222908","0.3701","-135.4843","-8.0983","-3.8399","26.0790","-12.4027","2.9495","1.4900","null","null","null","92.1520","1982","5.4520",565927,457915,543228,571431,572821,543685,607208,665742,645302,594809,"55.0470","null","null","0.00",1,0,0,"null",58,"5","4-Seam Fastball",3,6,6,3,6,3,6,3,"Standard","Standard"
"CH","2019-06-15","87.5","-2.4208","5.6894","Eduardo Escobar",500871,544931,"field_out","hit_into_play",,,,,7,"Eduardo Escobar grounds out to first baseman Matt Adams.  ","R","L","R","WSH","ARI","X",3,"ground_ball",3,2,2019,"-1.3863","0.3935","-0.3079","1.4775","null","null","null",0,5,"Top","157.06","167.97",,,543228,,"190615_214434","8.2189","-127.3263","-4.9554","-17.2740","25.8309","-26.9013","2.9808","1.4900","93","95.5","5.6","89.2010","1854","7.3140",565927,544931,543228,571431,572821,543685,607208,665742,645302,594809,"53.1850","0.552","0.517","0.00",1,0,0,4,41,"7","Changeup",3,6,6,3,6,3,6,3,"Standard","Standard"
"FT","2019-06-15","93.3","-2.4727","5.8469","Eduardo Escobar",500871,544931,"single","hit_into_play_no_out",,,,,13,"Eduardo Escobar singles on a line drive to center fielder Victor Robles.  ","R","L","R","WSH","ARI","X",8,"line_drive",1,2,2019,"-1.4207","0.7085","-0.8427","1.8151","null","null","null",2,3,"Top","109.77","85.95",,,543228,,"190615_210047","7.3975","-135.6841","-6.2515","-19.3378","27.7675","-22.1907","2.9891","1.4900","231","89.1","12.4","94.1330","2201","6.6660",565927,544931,543228,571431,572821,543685,607208,665742,645302,594809,"53.8335","0.830","0.750","0.90",1,1,0,4,23,"4","2-Seam Fastball",3,4,4,3,4,3,4,3,"Standard","Standard"
"CU","2019-06-15","82.0","-2.5445","5.8151","Eduardo Escobar",500871,544931,"strikeout","swinging_strike_blocked",,,,,14,"Eduardo Escobar strikes out swinging.  ","R","L","R","WSH","ARI","S",2,"null",2,2,2019,"1.0519","-0.5590","0.2080","1.0936","null","null","null",2,1,"Top","null","null",,,543228,,"190615_201427","4.2031","-119.5009","-3.1249","9.4274","20.9789","-37.2204","2.9768","1.4900","null","null","null","82.6070","2734","6.4140",565927,544931,543228,571431,572821,543685,607208,665742,645302,594809,"54.0852","null","null","0.00",1,0,0,"null",5,"6","Curveball",0,2,2,0,2,0,2,0,"Standard","Standard"
"FC","2019-06-14","92.2","-3.4723","5.7003","Eduardo Escobar",500871,593833,"double","hit_into_play_score",,,,,6,"Eduardo Escobar doubles (17) on a line drive to right fielder Victor Robles.   Ketel Marte scores.    Adam Jones to 3rd.  ","R","L","R","WSH","ARI","X",9,"line_drive",0,0,2019,"0.1863","1.0046","0.5720","2.1266","null",606466,430945,2,8,"Top","222.84","98.15",,,435559,,"190615_013446","9.8431","-133.9625","-5.4486","0.3612","25.6874","-19.2003","3.1400","1.4900","327","92.3","28.5","92.3150","2550","6.1910",565926,593833,435559,435062,572821,543685,607208,665742,572191,645302,"54.3085","0.170","0.229","1.25",1,1,1,3,63,"1","Cutter",7,2,2,7,2,7,2,7,"Standard","Standard"
"CH","2019-06-14","85.9","-3.4791","5.0850","Eduardo Escobar",500871,453286,"field_out","hit_into_play",,,,,13,"Eduardo Escobar flies out to center fielder Michael A.   Taylor.  ","R","L","R","WSH","ARI","X",8,"fly_ball",1,1,2019,"-1.5982","0.3681","-0.5574","0.8540","null","null","null",2,6,"Top","152.61","63.31",,,435559,,"190615_003910","9.9961","-124.5983","-4.4648","-18.3451","22.9913","-27.7671","3.1900","1.5100","326","86.2","31.8","85.3530","1648","5.9300",565926,453286,435559,435062,572821,543685,607208,665742,572191,645302,"54.5691","0.028","0.030","0.00",1,0,0,3,43,"3","Changeup",3,2,2,3,2,3,2,3,"Standard","Standard"
"FF","2019-06-14","97.5","-3.2703","5.3120","Eduardo Escobar",500871,453286,"field_out","hit_into_play",,,,,5,"Eduardo Escobar flies out to center fielder Michael A.   Taylor.  ","R","L","R","WSH","ARI","X",8,"fly_ball",1,2,2019,"-0.9135","1.1835","-0.0790","2.5688","null","null",430945,1,4,"Top","137.61","46.20",,,435559,,"190615_000442","10.5697","-141.3981","-4.4468","-14.6361","34.4015","-15.7071","3.5800","1.7300","361","95.5","24.3","96.4910","2581","6.0520",565926,453286,435559,435062,572821,543685,607208,665742,572191,645302,"54.4473","0.285","0.366","0.00",1,0,0,5,28,"5","4-Seam Fastball",3,1,1,3,1,3,1,3,"Strategic","Standard"
"CH","2019-06-14","86.1","-3.4732","5.3077","Eduardo Escobar",500871,453286,"field_out","hit_into_play",,,,,8,"Eduardo Escobar lines out to first baseman Howie Kendrick.  ","R","L","R","WSH","ARI","X",3,"line_drive",1,2,2019,"-1.4341","0.6235","-0.2513","1.6856","null","null","null",0,2,"Top","156.55","164.41",,,435559,,"190614_232352","10.3799","-124.8594","-3.5549","-16.7767","23.6233","-25.2869","3.1400","1.4900","123","96.7","6.8","85.3580","1875","5.8650",565926,453286,435559,435062,572821,543685,607208,665742,572191,645302,"54.6346","0.595","0.556","0.00",1,0,0,4,8,"4","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2019-06-13","90.9","1.0322","5.9543","Eduardo Escobar",500871,594840,"field_out","hit_into_play",,,,,4,"Eduardo Escobar flies out to right fielder Adam Eaton.  ","R","R","L","WSH","ARI","X",9,"fly_ball",2,1,2019,"0.9938","0.9030","-0.7982","2.0879","null","null","null",2,8,"Top","162.03","97.29",,,435559,,"190614_005851","-6.6023","-132.1169","-5.6730","12.7643","24.7347","-20.8504","2.8956","1.3636","257","79.4","41.1","90.4750","1798","5.8260",565925,594840,435559,467827,572821,543685,607208,665742,645302,594809,"54.6736","0.032","0.037","0.00",1,0,0,3,54,"4","Sinker",0,5,5,0,5,0,5,0,"Standard","Standard"
"SI","2019-06-13","89.5","-1.8620","5.7642","Eduardo Escobar",500871,607200,"grounded_into_double_play","hit_into_play",,,,,13,"Eduardo Escobar grounds into a double play, second baseman Brian Dozier to shortstop Trea Turner to first baseman Gerardo Parra.   Adam Jones out at 2nd.    Eduardo Escobar out at 1st.  ","R","L","R","WSH","ARI","X",4,"ground_ball",1,0,2019,"-0.8444","0.6001","-0.8410","1.9950","null","null",430945,1,5,"Top","144.87","154.25",,,435559,,"190614_002032","4.3586","-130.4600","-4.6847","-10.6512","25.0382","-24.4806","2.9533","1.4215","11","94.1","-10.8","90.6130","1736","6.6780",565925,607200,435559,467827,572821,543685,607208,665742,645302,594809,"53.8219","0.230","0.199","0.00",1,0,0,2,35,"2","Sinker",0,5,5,0,5,0,5,0,"Standard","Standard"
"SI","2019-06-13","91.5","-1.5143","5.9064","Eduardo Escobar",500871,607200,"field_out","hit_into_play",,,,,3,"Eduardo Escobar flies out to right fielder Adam Eaton.  ","R","L","R","WSH","ARI","X",9,"fly_ball",3,2,2019,"-0.6973","0.8323","0.6421","2.7928","null","null",430945,1,3,"Top","183.98","92.79",,,435559,,"190613_234949","7.0039","-133.2361","-3.8593","-9.8304","26.8091","-21.5352","2.9533","1.3636","287","77.6","36.2","92.3490","1830","6.6180",565925,607200,435559,467827,572821,543685,607208,665742,645302,594809,"53.8817","0.050","0.068","0.00",1,0,0,3,20,"6","Sinker",0,3,3,0,3,0,3,0,"Standard","Standard"
"FF","2019-06-13","91.1","-1.5703","5.9765","Eduardo Escobar",500871,607200,"single","hit_into_play_score",,,,,4,"Eduardo Escobar singles on a line drive to left fielder Juan Soto.   Ketel Marte scores.    David Peralta to 3rd.  ","R","L","R","WSH","ARI","X",7,"line_drive",1,1,2019,"-0.3698","0.5901","-0.4671","2.1240",606466,444482,"null",1,1,"Top","65.03","117.50",,,435559,,"190613_231712","3.5862","-132.7563","-5.1509","-5.1147","25.3677","-24.3074","3.0283","1.4100","242","80.1","23.5","91.9720","1504","6.4940",565925,607200,435559,467827,572821,543685,607208,665742,645302,594809,"54.0059","0.585","0.542","0.90",1,1,0,4,5,"3","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2019-06-12","95.5","-2.0756","5.6653","Eduardo Escobar",500871,592826,"field_out","hit_into_play",,,,,4,"Eduardo Escobar flies out to left fielder Jay Bruce.  ","R","L","R","PHI","ARI","X",7,"fly_ball",1,1,2019,"-0.7026","1.4527","-0.8275","2.4446","null","null",444482,2,9,"Top","39.90","86.67",,,592663,,"190613_011537","4.8494","-138.9092","-6.1111","-10.1238","29.8691","-12.2967","3.0535","1.4747","332","93.0","35.8","95.5030","2358","6.2240",567095,592826,592663,656555,514917,596748,516416,457803,664068,608384,"54.2754","0.100","0.198","0.00",1,0,0,3,59,"3","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2019-06-12","93.9","-2.7431","5.5538","Eduardo Escobar",500871,621107,"strikeout","swinging_strike",,,,,11,"Eduardo Escobar strikes out swinging.  ","R","L","R","PHI","ARI","S",2,"null",1,2,2019,"-0.6928","1.0067","-0.5980","3.8042","null","null","null",0,7,"Top","null","null",,,592663,,"190613_003811","7.1616","-136.7647","-1.0962","-10.3388","29.1182","-19.3235","3.0280","1.5789","null","null","null","94.7850","2200","6.6770",567095,621107,592663,656555,514917,596748,516416,457803,664068,608384,"53.8228","null","null","0.00",1,0,0,"null",43,"4","4-Seam Fastball",0,2,2,0,2,0,2,0,"Strategic","Standard"
"FF","2019-06-12","94.3","-2.7416","5.6992","Eduardo Escobar",500871,621107,"single","hit_into_play_no_out",,,,,11,"Eduardo Escobar singles on a line drive to left fielder Jay Bruce.   Adam Jones to 2nd.  ","R","L","R","PHI","ARI","X",7,"line_drive",1,2,2019,"-0.8046","0.9729","-0.8729","2.4449","null","null",430945,0,5,"Top","59.49","124.21",,,592663,,"190613_000448","6.6386","-137.1619","-4.9612","-11.5404","27.5500","-19.0318","3.0965","1.4966","263","92.5","17.6","94.6410","2199","6.3070",567095,621107,592663,656555,514917,596748,516416,457803,664068,608384,"54.1929","0.542","0.535","0.90",1,1,0,4,27,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-06-12","94.1","-2.8155","5.7044","Eduardo Escobar",500871,621107,"field_out","hit_into_play",,,,,5,"Eduardo Escobar flies out to left fielder Jay Bruce.  ","R","L","R","PHI","ARI","X",7,"fly_ball",0,0,2019,"-0.8556","0.9459","0.0310","2.3780","null","null","null",1,2,"Top","84.16","72.05",,,592663,,"190612_232226","9.2699","-136.7594","-5.0645","-12.6062","26.1907","-19.4176","3.0177","1.5590","316","88.8","34.5","94.5530","2009","6.3290",567095,621107,592663,656555,514917,596748,516416,457803,664068,608384,"54.1705","0.052","0.084","0.00",1,0,0,3,8,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FS","2019-06-11","87.1","-1.8378","5.6814","Eduardo Escobar",500871,593576,"field_out","hit_into_play",,,,,5,"Eduardo Escobar flies out to right fielder Bryce Harper.  ","R","L","R","PHI","ARI","X",9,"fly_ball",3,2,2019,"-0.8159","0.4652","-0.0681","2.3157","null","null","null",1,9,"Top","209.33","111.51",,,592663,,"190612_022124","5.7896","-126.4727","-2.7351","-9.7539","27.7765","-27.0092","2.8871","1.2859","320","97.1","43.2","85.5740","1700","5.5990",567094,593576,592663,656555,514917,446481,516416,457803,664068,547180,"54.9009","0.042","0.067","0.00",1,0,0,3,79,"6","Split Finger",7,4,4,7,4,7,4,7,"Standard","Standard"
"CH","2019-06-11","86.8","-3.3313","5.8665","Eduardo Escobar",500871,453562,"sac_fly","hit_into_play_score",,,,,13,"Eduardo Escobar out on a sacrifice fly to center fielder Scott Kingery.   Jarrod Dyson scores.  ","R","L","R","PHI","ARI","X",8,"line_drive",0,0,2019,"-1.3146","-0.0489","-0.8814","1.4077",502481,"null",606466,0,5,"Top","150.42","73.60",,,592663,,"190612_005246","8.4070","-126.1007","-4.3603","-15.4348","23.9512","-32.0865","2.9083","1.4362","303","92.4","17.7","86.1710","1491","5.8300",567094,453562,592663,656555,514917,446481,516416,457803,664068,547180,"54.6699","0.542","0.535","0.00",1,0,0,4,42,"1","Changeup",4,2,2,4,2,4,2,4,"Standard","Standard"
"CH","2019-06-11","87.9","-3.1282","5.9510","Eduardo Escobar",500871,453562,"field_out","hit_into_play",,,,,8,"Eduardo Escobar pops out to third baseman Sean Rodriguez in foul territory.  ","R","L","R","PHI","ARI","X",5,"popup",1,0,2019,"-1.3804","0.2727","0.2514","1.4226","null",608348,502481,2,3,"Top","93.01","193.80",,,592663,,"190612_000827","10.8602","-127.4346","-5.3278","-16.9749","25.3698","-28.4202","2.9083","1.4650","null","80.0","69.0","86.9920","1730","5.8490",567094,453562,592663,656555,514917,446481,516416,457803,664068,547180,"54.6503","0.002","0.000","0.00",1,0,0,3,24,"2","Changeup",4,0,0,4,0,4,0,4,"Standard","Standard"
"CH","2019-06-11","89.2","-3.0743","5.9079","Eduardo Escobar",500871,453562,"force_out","hit_into_play",,,,,13,"Eduardo Escobar grounds into a force out, second baseman Cesar Hernandez to shortstop Jean Segura.   Ketel Marte out at 2nd.    Eduardo Escobar to 1st.  ","R","L","R","PHI","ARI","X",4,"ground_ball",0,2,2019,"-1.3265","0.0346","-0.0290","0.9205","null","null",606466,1,1,"Top","146.35","148.59",,,592663,,"190611_231222","10.1444","-129.4710","-6.3495","-16.6347","21.4844","-30.9163","3.0369","1.5433","null","82.9","-20.7","89.2220","1868","5.9890",567094,453562,592663,656555,514917,446481,516416,457803,664068,547180,"54.5106","0.075","0.065","0.00",1,0,0,2,3,"3","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-06-10","95.1","2.8596","5.8503","Eduardo Escobar",500871,656354,"single","hit_into_play_no_out",,,,,2,"Eduardo Escobar singles on a line drive to center fielder Scott Kingery.  ","R","R","L","PHI","ARI","X",8,"line_drive",1,2,2019,"0.8854","1.5739","0.0024","3.0444","null","null","null",0,9,"Top","110.70","85.97",,,592663,,"190611_030238","-9.3595","-137.9878","-5.0782","13.3048","32.3397","-11.4788","3.1700","1.4900","211","92.3","12.7","94.0570","2446","5.9570",567093,656354,592663,656555,514917,596748,516416,457803,664068,547180,"54.5420","0.950","0.887","0.90",1,1,0,4,80,"4","4-Seam Fastball",6,11,11,6,11,6,11,6,"Standard","Standard"
"FT","2019-06-10","91.7","2.6229","5.8374","Eduardo Escobar",500871,624133,"double","hit_into_play_score",,,,,14,"Eduardo Escobar doubles (16) on a line drive to right fielder Bryce Harper.   Ketel Marte scores.  ","R","R","L","PHI","ARI","X",9,"line_drive",3,2,2019,"1.1985","0.6412","0.8418","1.6709","null","null",606466,2,6,"Top","212.13","112.80",,,592663,,"190611_020350","-7.0612","-133.2829","-6.0597","15.7111","26.8199","-23.5168","3.1700","1.4900","286","91.5","23.3","91.7360","1944","6.2320",567093,624133,592663,656555,514917,596748,516416,457803,664068,547180,"54.2675","0.182","0.243","1.25",1,1,1,3,56,"9","2-Seam Fastball",4,10,10,4,10,4,10,4,"Standard","Standard"
"CH","2019-06-10","83.1","2.7871","5.6822","Eduardo Escobar",500871,624133,"home_run","hit_into_play_score",,,,,6,"Eduardo Escobar homers (17) on a fly ball to left field.   Adam Jones scores.  ","R","R","L","PHI","ARI","X","null","fly_ball",2,1,2019,"1.3550","0.4711","0.3080","2.2067","null","null",430945,0,5,"Top","32.06","55.64",,,592663,,"190611_013756","-8.2159","-120.6474","-2.3119","14.6810","25.1944","-27.4377","3.1700","1.4900","421","106.9","29.0","82.1210","1514","5.9250",567093,624133,592663,656555,514917,596748,516416,457803,664068,547180,"54.5745","0.972","1.887","2.00",1,0,3,6,44,"4","Changeup",4,7,7,4,7,4,7,4,"Standard","Standard"
"SL","2019-06-10","83.5","-2.4461","5.7165","Eduardo Escobar",500871,595191,"home_run","hit_into_play_score",,,,,2,"Eduardo Escobar homers (16) on a line drive to right field.    Adam Jones scores.  ","R","L","R","PHI","ARI","X","null","line_drive",3,2,2019,"0.1431","0.6885","0.1269","2.9256","null","null",430945,0,4,"Top","217.96","67.32",,,592663,,"190611_005912","5.6259","-121.4073","-1.2806","0.2202","25.4387","-25.4124","3.1700","1.4900","372","100.6","25.9","83.0340","2648","6.1840",567093,595191,592663,656555,514917,596748,516416,457803,664068,547180,"54.3159","0.810","1.428","2.00",1,0,3,6,29,"8","Slider",3,3,3,3,3,3,3,3,"Infield shift","Standard"
"FT","2019-06-10","88.7","-2.2638","6.0421","Eduardo Escobar",500871,595191,"field_out","hit_into_play",,,,,7,"Eduardo Escobar pops out to third baseman Maikel Franco.  ","R","L","R","PHI","ARI","X",5,"popup",1,0,2019,"-1.1381","0.9402","-0.3775","1.9428","null","null","null",1,1,"Top","116.38","180.08",,,592663,,"190610_234442","7.0611","-128.8907","-5.9591","-14.3010","27.2839","-20.5341","3.1700","1.4900","null","80.0","69.0","89.1270","2092","6.6730",567093,595191,592663,656555,514917,596748,516416,457803,664068,547180,"53.8269","0.002","0.000","0.00",1,0,0,3,5,"2","2-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard"
"FF","2019-06-09","95.2","-0.6987","6.4376","Eduardo Escobar",500871,571882,"single","hit_into_play_no_out",,,,,2,"Eduardo Escobar singles on a line drive to center fielder Teoscar Hernandez.  ","R","L","R","TOR","ARI","X",8,"line_drive",2,2,2019,"0.0368","1.2119","0.1659","2.6506","null","null","null",0,6,"Top","111.28","92.57",,,643376,,"190609_190455","2.1861","-138.4577","-6.9790","-0.0391","32.2916","-15.2626","3.1600","1.4900","256","76.9","24.7","95.0150","1877","6.3120",566897,571882,643376,475253,624415,592273,520471,666971,606192,545341,"54.1878","0.610","0.543","0.90",1,1,0,4,50,"8","4-Seam Fastball",2,8,8,2,8,2,8,2,"Infield shift","Standard"
"FT","2019-06-09","89.8","1.9389","5.4589","Eduardo Escobar",500871,453385,"single","hit_into_play_no_out",,,,,14,"Eduardo Escobar singles on a sharp ground ball to center fielder Teoscar Hernandez.  ","R","R","L","TOR","ARI","X",8,"ground_ball",1,1,2019,"1.8356","0.0798","0.2612","0.7399","null","null","null",2,3,"Top","115.15","79.51",,,643376,,"190609_175341","-7.7635","-130.3039","-5.7154","21.9089","28.1204","-30.3285","3.4600","1.6400","60","101.4","2.3","88.1220","2179","5.4570",566897,453385,643376,475253,624415,592273,520471,666971,606192,545341,"55.0421","0.465","0.415","0.90",1,1,0,4,22,"3","2-Seam Fastball",2,1,1,2,1,2,1,2,"Strategic","Standard"
"SL","2019-06-09","79.3","2.1376","5.4663","Eduardo Escobar",500871,453385,"double","hit_into_play_no_out",,,,,9,"Eduardo Escobar doubles (15) on a sharp line drive to left fielder Lourdes Gurriel Jr. ","R","R","L","TOR","ARI","X",7,"line_drive",0,1,2019,"0.0158","-0.2880","0.4134","1.8877","null","null","null",2,1,"Top","50.97","69.47",,,643376,,"190609_171033","-3.7521","-115.4782","-0.6022","0.7682","19.3602","-34.8298","3.1600","1.4900","351","101.2","20.5","78.7130","2235","5.6140",566897,453385,643376,475253,624415,592273,520471,666971,606192,545341,"54.8854","0.598","0.793","1.25",1,1,1,5,3,"2","Slider",0,0,0,0,0,0,0,0,"Strategic","Standard"
"FF","2019-06-07","93.3","-2.2231","6.0942","Eduardo Escobar",500871,672773,"strikeout","swinging_strike",,,,,11,"Eduardo Escobar strikes out swinging.  ","R","L","R","TOR","ARI","S",2,"null",1,2,2019,"-0.6744","1.3510","-0.3191","3.3610","null","null","null",2,9,"Top","null","null",,,643376,,"190608_015114","6.3101","-135.6382","-4.1959","-9.5363","27.5503","-15.0050","3.1400","1.4900","null","null","null","92.9280","2192","5.9610",566895,672773,643376,624415,519299,665489,520471,666971,606192,545341,"54.5389","null","null","0.00",1,0,0,"null",67,"4","4-Seam Fastball",1,8,8,1,8,1,8,1,"Infield shift","Standard"
"SL","2019-06-07","85.4","-0.7925","6.3081","Eduardo Escobar",500871,571882,"single","hit_into_play_score",,,,,9,"Eduardo Escobar singles on a line drive to right fielder Randal Grichuk.   Jarrod Dyson scores.  ","R","L","R","TOR","ARI","X",9,"line_drive",3,2,2019,"0.2037","-0.3660","0.2825","1.7075","null",502481,"null",2,7,"Top","165.44","74.48",,,643376,,"190608_011318","2.1169","-124.2772","-3.8027","1.6703","24.7538","-35.4025","3.1400","1.4900","250","92.8","15.3","85.1160","2298","6.0880",566895,571882,643376,624415,519299,665489,520471,666971,606192,545341,"54.4110","0.850","0.807","0.90",1,1,0,4,50,"7","Slider",1,6,6,1,6,1,6,1,"Infield shift","Standard"
"SL","2019-06-07","85.7","-1.8059","5.3581","Eduardo Escobar",500871,573186,"field_out","hit_into_play",,,,,14,"Eduardo Escobar flies out to left fielder Lourdes Gurriel Jr. ","R","L","R","TOR","ARI","X",7,"fly_ball",2,2,2019,"1.0067","0.0099","0.2321","0.9836","null","null",606466,2,5,"Top","93.62","97.55",,,643376,,"190608_003007","2.8081","-124.6415","-4.0441","9.6269","23.8487","-31.5544","3.4700","1.6300","253","87.5","49.3","84.3570","2711","5.3310",566895,573186,643376,624415,519299,665489,520471,666971,606192,545341,"55.1680","0.002","0.004","0.00",1,0,0,3,34,"7","Slider",0,5,5,0,5,0,5,0,"Standard","Standard"
"FT","2019-06-07","93.7","-1.9749","5.3299","Eduardo Escobar",500871,573186,"field_out","hit_into_play",,,,,13,"Eduardo Escobar grounds out, third baseman Vladimir Guerrero Jr.  to first baseman Cavan Biggio.  ","R","L","R","TOR","ARI","X",5,"ground_ball",1,1,2019,"-1.3203","0.2583","-1.0923","1.4674","null","null","null",2,1,"Top","110.91","167.94",,,643376,,"190607_231129","5.0195","-136.2254","-4.7263","-17.0603","29.4474","-28.2822","3.4700","1.6600","5","85.5","-16.9","92.3440","2422","5.4920",566895,573186,643376,624415,519299,665489,520471,666971,606192,545341,"55.0071","0.075","0.052","0.00",1,0,0,2,3,"3","2-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2019-06-05","93.6","1.1877","5.7275","Eduardo Escobar",500871,518397,"triple","hit_into_play_no_out",,,,,13,"Eduardo Escobar triples (5) on a sharp fly ball to left fielder Joc Pederson.  ","R","R","L","ARI","LAD","X",7,"fly_ball",1,1,2019,"1.3513","0.4717","-0.0014","1.2842","null","null","null",0,11,"Bot","128.78","16.61",,,669257,,"190605_230607","-5.9552","-136.1150","-6.7292","17.8580","28.0103","-25.2041","3.1500","1.4900","428","103.2","26.8","93.1850","2279","5.9390",564862,518397,669257,571970,621035,457759,608369,592626,657077,641355,"54.5602","0.892","1.677","1.60",1,1,2,6,80,"3","Sinker",2,2,2,2,2,2,2,2,"Infield shift","Standard"
"CH","2019-06-05","87.1","-0.8655","6.2932","Eduardo Escobar",500871,520980,"field_out","hit_into_play",,,,,13,"Eduardo Escobar pops out to second baseman Chris Taylor.  ","R","L","R","ARI","LAD","X",4,"popup",0,2,2019,"-1.1666","1.0272","-1.0849","2.1327","null",502481,"null",2,8,"Bot","136.72","106.23",,,669257,,"190605_221810","1.8407","-126.8063","-5.9077","-12.8637","25.6696","-20.2036","3.1500","1.4900","224","68.7","44.7","86.9110","1872","6.1200",564862,520980,669257,571970,621035,457759,608369,592626,657077,641355,"54.3798","0.315","0.323","0.00",1,0,0,3,62,"3","Changeup",2,2,2,2,2,2,2,2,"Infield shift","Standard"
"CH","2019-06-05","78.7","1.6940","5.9139","Eduardo Escobar",500871,628711,"strikeout","swinging_strike",,,,,14,"Eduardo Escobar strikes out swinging.  ","R","R","L","ARI","LAD","S",2,"null",0,2,2019,"1.1568","1.1065","1.3323","0.9025","null","null","null",1,6,"Bot","null","null",,,669257,,"190605_212644","-2.8577","-114.3620","-5.9632","10.4845","21.6852","-21.7820","3.1500","1.4900","null","null","null","77.8350","3625","5.8170",564862,628711,669257,571970,621035,457759,608369,592626,657077,641355,"54.6829","null","null","0.00",1,0,0,"null",43,"3","Changeup",1,2,1,2,2,1,1,2,"Standard","Standard"
