"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CH","2019-06-05","84.0","-2.1403","5.8983","Eduardo Escobar",500871,628317,"field_out","hit_into_play",,,,,13,"Eduardo Escobar flies out to center fielder Alex Verdugo.   Jarrod Dyson to 2nd.  ","R","L","R","ARI","LAD","X",8,"fly_ball",0,1,2019,"-0.8809","0.1786","-0.2740","1.4473","null","null",502481,0,4,"Bot","119.91","45.23",,,669257,,"190605_203912","5.9373","-122.0867","-4.2558","-9.7090","21.4842","-29.8926","3.5100","1.6900","365","95.2","34.8","83.3000","1545","5.6550",564862,628317,669257,571970,621035,457759,608369,592626,657077,641355,"54.8445","0.128","0.226","0.00",1,0,0,3,26,"2","Changeup",0,2,0,2,2,0,0,2,"Infield shift","Standard"
"CH","2019-06-05","84.8","-2.3009","5.8893","Eduardo Escobar",500871,628317,"field_out","hit_into_play",,,,,13,"Eduardo Escobar lines out to left fielder Joc Pederson.  ","R","L","R","ARI","LAD","X",7,"line_drive",0,2,2019,"-1.0174","0.7793","-1.2226","1.2206","null","null","null",1,1,"Bot","53.28","118.62",,,669257,,"190605_195228","4.4276","-123.2041","-6.0206","-10.9626","23.1988","-23.5220","3.1500","1.4900","255","76.7","28.7","83.7830","1435","5.5890",564862,628317,669257,571970,621035,457759,608369,592626,657077,641355,"54.9101","0.200","0.191","0.00",1,0,0,3,5,"4","Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SI","2019-06-04","93.4","1.1625","5.6922","Eduardo Escobar",500871,518397,"field_out","hit_into_play",,,,,14,"Eduardo Escobar grounds out, third baseman Max Muncy to first baseman David Freese.  ","R","R","L","ARI","LAD","X",5,"ground_ball",1,2,2019,"1.2003","0.3336","0.2308","1.0101","null","null","null",0,9,"Bot","105.28","166.44",,,431145,,"190605_044113","-4.9511","-135.8885","-7.0255","15.7148","26.7869","-26.9070","3.1500","1.4900","3","92.1","-23.3","93.0860","2307","5.8880",564861,518397,431145,501896,571771,571970,608369,621035,657077,641355,"54.6115","0.138","0.119","0.00",1,0,0,2,72,"5","Sinker",0,9,0,9,9,0,0,9,"Standard","Strategic"
"CH","2019-06-04","77.5","2.7128","5.5791","Eduardo Escobar",500871,547943,"field_out","hit_into_play",,,,,14,"Eduardo Escobar grounds out, second baseman Enrique Hernandez to first baseman David Freese.  ","R","R","L","ARI","LAD","X",4,"ground_ball",2,1,2019,"1.1092","0.3166","1.3562","2.2933","null","null","null",1,6,"Bot","119.84","155.78",,,431145,,"190605_033503","-4.8657","-112.6958","-0.6621","10.2156","20.0403","-29.6148","3.1500","1.4900","19","69.3","-6.2","77.1100","1346","6.0000",564861,547943,431145,501896,571771,571970,608369,592626,657077,641355,"54.4993","0.085","0.070","0.00",1,0,0,2,44,"4","Changeup",0,3,0,3,3,0,0,3,"Infield shift","Standard"
"FF","2019-06-04","90.4","2.4205","5.8314","Eduardo Escobar",500871,547943,"strikeout","swinging_strike",,,,,12,"Eduardo Escobar strikes out swinging.  ","R","R","L","ARI","LAD","S",2,"null",1,2,2019,"1.0038","1.1210","0.2541","3.6707","null",606466,"null",1,3,"Bot","null","null",,,431145,,"190605_024702","-7.6598","-131.6092","-1.9070","13.4750","27.3468","-18.6920","3.1500","1.4900","null","null","null","91.4400","2221","6.8440",564861,547943,431145,501896,571771,571970,608369,592626,657077,641355,"53.6555","null","null","0.00",1,0,0,"null",25,"4","4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard"
"CH","2019-06-04","79.6","2.6695","5.7242","Eduardo Escobar",500871,547943,"field_out","hit_into_play",,,,,9,"Eduardo Escobar grounds out, third baseman Max Muncy to first baseman David Freese.  ","R","R","L","ARI","LAD","X",5,"ground_ball",2,2,2019,"1.1664","0.3481","0.7570","1.4474","null","null","null",1,1,"Bot","106.36","167.97",,,431145,,"190605_020111","-6.2844","-115.7533","-3.2888","11.4485","20.0546","-28.7353","3.1500","1.4900","7","81.6","-13.5","79.1560","1485","5.8550",564861,547943,431145,501896,571771,571970,608369,592626,657077,641355,"54.6440","0.095","0.086","0.00",1,0,0,2,8,"6","Changeup",0,2,0,2,2,0,0,2,"Strategic","Standard"
"FC","2019-06-03","92.1","-1.9960","6.2907","Eduardo Escobar",500871,445276,"double","hit_into_play_no_out",,,,,1,"Eduardo Escobar hits a ground-rule double (14) on a line drive to right-center field.  ","R","L","R","ARI","LAD","X","null","line_drive",0,1,2019,"0.6338","1.2721","-0.3613","2.7079","null","null","null",2,9,"Bot","168.12","45.77",,,669257,,"190604_040450","2.7814","-134.1936","-6.2268","7.2818","28.5769","-15.2165","3.1500","1.4900","374","100.1","23.4","93.6890","2594","7.1190",564860,445276,669257,501896,571771,457759,608369,592626,621035,657077,"53.3805","0.625","0.918","1.25",1,1,1,5,63,"2","Cutter",1,3,1,3,3,1,1,3,"Infield shift","Standard"
"FF","2019-06-03","97.6","-0.9040","5.9493","Eduardo Escobar",500871,621111,"strikeout","swinging_strike",,,,,5,"Eduardo Escobar strikes out swinging.  ","R","L","R","ARI","LAD","S",2,"null",0,2,2019,"-0.4158","1.5276","0.2136","2.2805","null","null","null",0,7,"Bot","null","null",,,669257,,"190604_032339","3.9394","-141.9997","-7.8403","-6.4567","31.0424","-10.1171","3.1500","1.4900","null","null","null","97.4490","2643","6.1110",564860,621111,669257,501896,571771,457759,608369,592626,621035,657077,"54.3882","null","null","0.00",1,0,0,"null",47,"3","4-Seam Fastball",1,3,1,3,3,1,1,3,"Infield shift","Strategic"
"FC","2019-06-03","95.1","-1.1231","5.7899","Eduardo Escobar",500871,621111,"strikeout","swinging_strike",,,,,14,"Eduardo Escobar strikes out swinging.  ","R","L","R","ARI","LAD","S",2,"null",0,2,2019,"0.2630","0.9680","0.2523","1.2746","null","null","null",1,4,"Bot","null","null",,,669257,,"190604_023855","3.0261","-138.4887","-8.4601","2.8256","27.4005","-18.0841","3.1500","1.4900","null","null","null","95.8880","2732","6.4470",564860,621111,669257,501896,571771,457759,608369,592626,621035,657077,"54.0520","null","null","0.00",1,0,0,"null",27,"5","Cutter",0,3,0,3,3,0,0,3,"Infield shift","Standard"
"FF","2019-06-03","96.3","-1.0580","6.0214","Eduardo Escobar",500871,621111,"strikeout","foul_tip",,,,,11,"Eduardo Escobar strikes out on a foul tip.  ","R","L","R","ARI","LAD","S",2,"null",0,2,2019,"-0.2117","1.4503","-0.0655","3.4833","null","null","null",1,1,"Bot","null","null",,,669257,,"190604_014907","3.0936","-140.1953","-4.4234","-3.4289","29.8039","-12.4679","3.1500","1.4900","null","null","null","96.1010","2527","6.0160",564860,621111,669257,501896,571771,457759,608369,592626,621035,657077,"54.4833","null","null","0.00",1,0,0,"null",5,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CU","2019-06-02","76.5","-2.4714","6.5176","Eduardo Escobar",500871,521655,"field_out","hit_into_play",,,,,5,"Eduardo Escobar flies out to center fielder Carlos Gomez.  ","R","L","R","ARI","NYM","X",8,"fly_ball",0,0,2019,"0.7122","-0.9430","0.2189","2.4550","null","null","null",1,7,"Bot","158.30","47.19",,,467092,,"190602_220735","4.3868","-111.2646","0.1913","5.0347","21.0513","-40.2079","3.5300","1.6800","365","97.7","35.4","76.2060","2431","6.2270",564859,521655,467092,624413,588751,605204,642708,571437,460576,624424,"54.2729","0.275","0.502","0.00",1,0,0,5,55,"1","Curveball",5,1,5,1,1,5,5,1,"Infield shift","Standard"
"SL","2019-06-02","89.6","2.3845","5.6601","Eduardo Escobar",500871,571927,"single","hit_into_play_no_out",,,,,14,"Eduardo Escobar singles on a ground ball to center fielder Carlos Gomez.  ","R","R","L","ARI","NYM","X",8,"ground_ball",1,0,2019,"0.8469","0.3829","0.9428","1.5676","null","null","null",2,5,"Bot","120.42","103.03",,,467092,,"190602_213141","-5.3117","-130.3050","-4.9234","10.6621","25.7320","-27.0678","3.1500","1.4900","3","86.3","-30.0","89.4980","2092","6.1240",564859,571927,467092,624413,588751,605204,642708,571437,460576,624424,"54.3755","0.060","0.052","0.90",1,1,0,2,40,"2","Slider",3,1,3,1,1,3,3,1,"Standard","Standard"
"SI","2019-06-02","91.8","2.4141","5.7866","Eduardo Escobar",500871,571927,"strikeout","swinging_strike",,,,,12,"Eduardo Escobar strikes out swinging.  ","R","R","L","ARI","NYM","S",2,"null",1,2,2019,"1.3062","1.0376","0.1726","3.6093","null","null",641796,1,3,"Bot","null","null",,,467092,,"190602_210028","-8.4563","-133.5417","-1.9186","17.3079","26.6852","-19.5914","3.1500","1.4900","null","null","null","91.8650","2116","6.1840",564859,571927,467092,624413,588751,605204,642708,571437,460576,624424,"54.3152","null","null","0.00",1,0,0,"null",24,"4","Sinker",3,1,3,1,1,3,3,1,"Standard","Standard"
"CU","2019-06-02","79.4","2.6558","5.5794","Eduardo Escobar",500871,571927,"home_run","hit_into_play_score",,,,,7,"Eduardo Escobar homers (15) on a fly ball to left field.   Tim Locastro scores.  ","R","R","L","ARI","NYM","X","null","fly_ball",0,2,2019,"-0.6447","-0.4514","-0.5522","1.6695","null","null",641796,0,1,"Bot","17.69","87.53",,,467092,,"190602_202207","-5.7779","-115.3803","-0.9356","-4.5586","21.6774","-36.1953","3.1500","1.4900","365","101.1","39.5","78.5630","2244","5.8000",564859,571927,467092,624413,588751,605204,642708,571437,460576,624424,"54.6995","0.225","0.396","2.00",1,0,3,5,7,"3","Curveball",1,0,1,0,0,1,1,0,"Standard","Standard"
"SL","2019-06-01","90.6","-2.7334","5.2099","Eduardo Escobar",500871,621242,"strikeout","swinging_strike_blocked",,,,,14,"Eduardo Escobar strikes out swinging.  ","R","L","R","ARI","NYM","S",2,"null",0,2,2019,"-0.0667","0.4269","0.4611","0.4090","null","null","null",0,10,"Bot","null","null",,,467092,,"190602_052826","8.1302","-131.6512","-7.0081","-2.3718","25.7474","-25.9915","3.0853","1.4954","null","null","null","90.9960","2405","6.4310",564858,621242,467092,642086,588751,453943,642708,460576,501571,624424,"54.0690","null","null","0.00",1,0,0,"null",77,"3","Slider",5,5,5,5,5,5,5,5,"Infield shift","Strategic"
"SL","2019-06-01","89.2","-1.4514","6.2799","Eduardo Escobar",500871,544727,"sac_fly","hit_into_play_score",,,,,13,"Eduardo Escobar out on a sacrifice fly to left fielder Carlos Gomez.   Jarrod Dyson scores.  ","R","L","R","ARI","NYM","X",7,"fly_ball",3,2,2019,"-0.1262","0.3012","-1.0704","2.1295",502481,"null",606466,0,8,"Bot","47.41","88.46",,,621512,,"190602_044510","1.1783","-129.8133","-4.7470","-1.6346","26.9475","-28.1255","3.0552","1.4954","318","86.7","34.5","88.0920","2160","5.5700",564858,544727,621512,642086,588751,453943,642708,460576,501571,624424,"54.9294","0.022","0.042","0.00",1,0,0,3,62,"6","Slider",2,5,2,5,5,2,2,5,"Infield shift","Standard"
"SL","2019-06-01","93.7","-1.7338","5.6312","Eduardo Escobar",500871,594798,"strikeout","called_strike",,,,,13,"Eduardo Escobar called out on strikes.  ","R","L","R","ARI","NYM","S",2,"null",1,2,2019,"0.2095","0.6535","-0.8962","2.1027","null","null","null",0,7,"Bot","null","null",,,621512,,"190602_040525","1.7084","-136.5932","-4.9133","2.2977","28.0388","-23.0951","3.0162","1.3500","null","null","null","94.4900","2437","6.5000",564858,594798,621512,624413,588751,453943,642708,642086,460576,624424,"53.9994","null","null","0.00",1,0,0,"null",49,"4","Slider",0,4,0,4,4,0,0,4,"Infield shift","Standard"
"SL","2019-06-01","94.0","-1.5168","5.5092","Eduardo Escobar",500871,594798,"strikeout","swinging_strike",,,,,14,"Eduardo Escobar strikes out swinging.  ","R","L","R","ARI","NYM","S",2,"null",0,2,2019,"0.3898","0.5319","1.4563","1.0572","null","null","null",2,4,"Bot","null","null",,,621512,,"190602_032448","6.8813","-136.7024","-7.0746","3.4869","29.2964","-24.0764","3.0545","1.6055","null","null","null","94.8120","2571","6.7320",564858,594798,621512,624413,588751,453943,642708,642086,460576,624424,"53.7671","null","null","0.00",1,0,0,"null",31,"3","Slider",0,4,0,4,4,0,0,4,"Infield shift","Standard"
"FF","2019-06-01","97.0","-1.4107","5.6031","Eduardo Escobar",500871,594798,"field_out","hit_into_play",,,,,13,"Eduardo Escobar flies out to center fielder Carlos Gomez.  ","R","L","R","ARI","NYM","X",8,"fly_ball",2,1,2019,"-0.5504","1.4426","-0.0217","1.4523","null","null","null",2,1,"Bot","94.14","37.10",,,621512,,"190602_022926","5.0598","-141.0087","-9.0050","-8.6655","33.1015","-10.6495","3.3900","1.6355","388","96.2","29.2","97.9540","2447","6.9550",564858,594798,621512,624413,588751,453943,642708,642086,460576,624424,"53.5447","0.328","0.504","0.00",1,0,0,5,9,"4","4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shift","Standard"
"CH","2019-05-31","89.3","-1.2980","5.4634","Eduardo Escobar",500871,607625,"triple","hit_into_play_no_out",,,,,13,"Eduardo Escobar triples (4) on a line drive to center fielder Carlos Gomez.  ","R","L","R","ARI","NYM","X",8,"line_drive",0,2,2019,"-1.3854","0.6616","-0.1726","0.9104","null","null","null",1,8,"Bot","129.32","41.36",,,467092,,"190601_042728","5.6643","-129.8944","-6.6045","-16.8100","25.3275","-23.5908","3.0216","1.5048","371","93.3","22.9","89.4540","1939","6.2510",564857,607625,467092,624413,588751,453943,642708,642086,460576,624424,"54.2485","0.192","0.246","1.60",1,1,2,3,67,"4","Changeup",4,5,4,5,5,4,4,5,"Infield shift","Standard"
"CH","2019-05-31","88.9","-1.7026","5.7317","Eduardo Escobar",500871,554430,"strikeout","swinging_strike",,,,,13,"Eduardo Escobar strikes out swinging.  ","R","L","R","ARI","NYM","S",2,"null",1,2,2019,"-1.1749","0.6278","-0.5128","0.7354","null","null","null",0,6,"Bot","null","null",,,467092,,"190601_033511","5.4176","-129.1763","-7.4948","-14.3823","28.7130","-23.6838","2.9914","1.5048","null","null","null","88.9600","1944","6.5580",564857,554430,467092,624413,588751,453943,642708,642086,501571,624424,"53.9411","null","null","0.00",1,0,0,"null",46,"4","Changeup",2,3,2,3,3,2,2,3,"Infield shift","Standard"
"CH","2019-05-31","89.3","-1.5260","5.6910","Eduardo Escobar",500871,554430,"field_out","hit_into_play",,,,,4,"Eduardo Escobar flies out to right fielder Michael Conforto.  ","R","L","R","ARI","NYM","X",9,"fly_ball",0,1,2019,"-0.9469","0.5458","-0.3218","2.1264","null","null","null",2,3,"Bot","177.09","76.15",,,467092,,"190601_025153","4.9663","-130.0508","-3.9380","-11.7804","26.6152","-25.3725","2.9011","1.5048","314","91.2","41.9","89.5720","1078","6.3580",564857,554430,467092,624413,588751,453943,642708,642086,501571,624424,"54.1416","0.018","0.029","0.00",1,0,0,3,26,"2","Changeup",1,3,1,3,3,1,1,3,"Infield shift","Standard"
"FF","2019-05-31","95.6","-1.7448","5.7840","Eduardo Escobar",500871,554430,"single","hit_into_play_no_out",,,,,13,"Eduardo Escobar singles on a line drive to right fielder Michael Conforto.  ","R","L","R","ARI","NYM","X",9,"line_drive",0,0,2019,"-0.9503","1.3574","-0.3738","1.1232","null","null","null",2,1,"Bot","150.12","121.07",,,467092,,"190601_014959","5.7669","-138.9415","-9.7577","-13.6122","29.3313","-12.6073","3.0216","1.5048","197","95.8","12.6","95.9610","2340","6.4350",564857,554430,467092,624413,588751,453943,642708,642086,501571,624424,"54.0640","0.910","0.877","0.90",1,1,0,4,6,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-05-30","95.8","-1.5035","5.6351","Eduardo Escobar",500871,623184,"strikeout","swinging_strike",,,,,1,"Eduardo Escobar strikes out swinging.  ","R","L","R","COL","ARI","S",2,"null",2,2,2019,"0.1868","0.8584","-0.3215","3.3988","null","null","null",0,9,"Top","null","null",,,455104,,"190530_222811","2.7141","-139.7553","-2.3707","1.9854","25.9474","-20.4707","3.5600","1.7100","null","null","null","97.0230","2326","6.4570",565441,623184,455104,502517,641857,571448,596115,606132,435622,621311,"54.0428","null","null","0.00",1,0,0,"null",81,"6","4-Seam Fastball",10,10,10,10,10,10,10,10,"Standard","Strategic"
"SL","2019-05-30","84.4","2.2356","5.8604","Eduardo Escobar",500871,445197,"home_run","hit_into_play_score",,,,,4,"Eduardo Escobar homers (14) on a fly ball to left center field.   Tim Locastro scores.  ","R","R","L","COL","ARI","X","null","fly_ball",0,0,2019,"-0.4282","0.2545","-0.3731","2.3117","null","null",641796,0,8,"Top","44.49","50.55",,,547172,,"190530_214011","-5.2368","-123.0916","-2.5628","-3.6122","19.0136","-29.3184","3.1500","1.4800","398","98.2","26.9","85.4180","2346","6.3340",565441,445197,547172,502517,641857,571448,596115,606132,602074,621311,"54.1651","0.532","0.810","2.00",1,0,3,6,64,"1","Slider",8,5,5,8,5,8,5,8,"Standard","Strategic"
"FF","2019-05-30","93.3","-1.4208","5.8290","Eduardo Escobar",500871,518452,"field_out","hit_into_play",,,,,13,"Eduardo Escobar grounds out to first baseman Daniel Murphy.  ","R","L","R","COL","ARI","X",3,"ground_ball",0,0,2019,"-0.4151","0.7578","-0.0074","1.1854","null","null","null",2,5,"Top","156.78","165.77",,,547172,,"190530_204912","4.5275","-135.7834","-7.9229","-5.9727","23.9785","-21.5123","3.1500","1.4800","5","77.4","-14.7","93.8210","2118","6.1610",565441,518452,547172,502517,641857,571448,596115,606132,602074,621311,"54.3388","0.052","0.045","0.00",1,0,0,2,43,"1","4-Seam Fastball",7,5,5,7,5,7,5,7,"Infield shift","Strategic"
"FF","2019-05-30","91.6","1.2715","6.0608","Eduardo Escobar",500871,607536,"single","hit_into_play_score",,,,,4,"Eduardo Escobar singles on a line drive to center fielder Yonathan Daza.   Tim Locastro scores.  ","R","R","L","COL","ARI","X",8,"line_drive",1,2,2019,"0.5143","0.9901","-0.6431","2.5475",641796,"null","null",0,3,"Top","120.07","91.88",,,547172,,"190530_200852","-5.9298","-133.3624","-5.2590","7.1861","21.8231","-19.5148","3.5600","1.7100","256","78.4","24.9","92.4180","2394","6.2220",565441,607536,547172,502517,641857,571448,596115,606132,602074,621311,"54.2777","0.520","0.480","0.90",1,1,0,4,25,"4","4-Seam Fastball",5,4,4,5,4,5,4,5,"Standard","Standard"
"CH","2019-05-30","87.2","1.5359","6.0531","Eduardo Escobar",500871,607536,"force_out","hit_into_play",,,,,5,"Eduardo Escobar grounds into a force out, third baseman Nolan Arenado to second baseman Ryan McMahon.   Tim Locastro out at 2nd.    Eduardo Escobar to 1st.  ","R","R","L","COL","ARI","X",5,"ground_ball",2,2,2019,"0.9224","0.6809","0.1067","1.9968","null","null",641796,1,1,"Top","99.85","166.38",,,547172,,"190530_191803","-5.2584","-126.8503","-5.0171","10.8335","21.9670","-24.1805","3.1500","1.4800","3","84.4","-31.6","87.1470","1610","5.9320",565441,607536,547172,502517,641857,571448,596115,606132,602074,621311,"54.5673","0.055","0.053","0.00",1,0,0,2,3,"5","Changeup",0,0,0,0,0,0,0,0,"Standard","Strategic"
"SL","2019-05-29","86.0","-1.5141","5.6905","Eduardo Escobar",500871,623184,"strikeout","swinging_strike_blocked",,,,,14,"Eduardo Escobar strikes out swinging.  ","R","L","R","COL","ARI","S",2,"null",2,2,2019,"0.3960","-0.4638","0.4442","-0.3619","null","null",545121,2,9,"Top","null","null",,,455104,,"190530_035234","3.8221","-125.1462","-7.1906","3.4335","22.3138","-35.9269","3.1700","1.4900","null","null","null","85.6320","2537","5.7910",565440,623184,455104,502517,663898,571448,596115,606132,435622,621311,"54.7086","null","null","0.00",1,0,0,"null",74,"8","Slider",5,4,4,5,4,5,4,5,"Standard","Standard"
"FF","2019-05-29","99.3","-2.5997","5.8675","Eduardo Escobar",500871,608032,"strikeout","swinging_strike",,,,,11,"Eduardo Escobar strikes out swinging.  ","R","L","R","COL","ARI","S",2,"null",1,2,2019,"-0.3221","1.3884","-0.0199","3.5988","null","null",545121,0,7,"Top","null","null",,,455104,,"190530_030902","7.6969","-144.2810","-3.9425","-6.0798","31.0960","-12.4999","3.1700","1.4900","null","null","null","98.3860","2240","5.6950",565440,608032,455104,448602,663898,571448,596115,606132,435622,621311,"54.8046","null","null","0.00",1,0,0,"null",57,"4","4-Seam Fastball",5,4,4,5,4,5,4,5,"Standard","Standard"
"CH","2019-05-29","85.0","-2.2667","6.1277","Eduardo Escobar",500871,656546,"grounded_into_double_play","hit_into_play",,,,,13,"Eduardo Escobar grounds into a double play, shortstop Trevor Story to second baseman Brendan Rodgers to first baseman Mark Reynolds.   Ildemaro Vargas out at 2nd.    Eduardo Escobar out at 1st.  ","R","L","R","COL","ARI","X",6,"ground_ball",0,2,2019,"-0.9496","0.3486","-1.3598","2.1884","null","null",545121,0,5,"Top","118.80","153.66",,,455104,,"190530_022640","3.9448","-123.7342","-3.6530","-10.3366","21.2219","-28.2108","3.1700","1.4900","26","81.4","-3.4","84.7310","1517","5.7810",565440,656546,455104,448602,663898,571448,596115,606132,435622,621311,"54.7184","0.185","0.170","0.00",1,0,0,2,40,"5","Changeup",4,2,2,4,2,4,2,4,"Standard","Standard"
"FF","2019-05-29","96.2","-2.2672","6.1282","Eduardo Escobar",500871,656546,"strikeout","swinging_strike",,,,,11,"Eduardo Escobar strikes out swinging.  ","R","L","R","COL","ARI","S",2,"null",2,2,2019,"-0.7366","1.0852","-0.5957","3.5910",605113,608348,545121,2,2,"Top","null","null",,,455104,,"190530_012549","6.0037","-139.8381","-3.5233","-10.8141","30.6187","-17.6438","3.1700","1.4900","null","null","null","95.3630","2522","5.7980",565440,656546,455104,448602,663898,571448,596115,606132,435622,621311,"54.7016","null","null","0.00",1,0,0,"null",17,"5","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
